restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g274707-d4768727,Kanada Pizza & Restaurant,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Rozdilu 1, Prague Czech Republic",50.09564,14.36415,Unclaimed,,#4054 of 4632 Restaurants in Prague,#4638 of 6176 places to eat in Prague,"Mid-range, Canadian",€€-€€€,,Lunch,Canadian,,,N,N,N,"{""Mon"": [""10:00-17:30""], ""Tue"": [""10:00-17:30""], ""Wed"": [""10:00-17:30""], ""Thu"": [""10:00-17:30""], ""Fri"": [""10:00-17:30""], ""Sat"": [], ""Sun"": []}",5.0,37.5,5.0,3.0,12.0,English,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,,
g274707-d4768730,Amfora Invalidovna,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Molakova 34, Prague Czech Republic",50.097214,14.464799,Unclaimed,,#4470 of 4632 Restaurants in Prague,#5089 of 6176 places to eat in Prague,"Mid-range, Italian, Pizza, European",€€-€€€,,"Lunch, Dinner","Pizza, Italian, European",,"Takeout, Seating, Table Service, Wheelchair Accessible",N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,3.0,27.0,English,11.0,3.0,1.0,3.0,2.0,2.0,3.0,2.5,3.0,,
g274707-d4768734,Zlate Sele,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Proseku, 1/40, Prague 190 00 Czech Republic",50.11645,14.49465,Unclaimed,,#1912 of 4632 Restaurants in Prague,#2285 of 6176 places to eat in Prague,"Cheap Eats, European, Czech",€,,"Lunch, Dinner","Czech, European",,Reservations,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-23:00""]}",7.0,82.0,7.0,4.0,22.0,English,6.0,1.0,3.0,1.0,1.0,0.0,3.5,4.0,4.0,,
g274707-d4768736,Ambrozie,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Moskevska, 1 Vršovice, Prague Czech Republic",50.07188,14.45068,Unclaimed,,#4602 of 4632 Restaurants in Prague,#5235 of 6176 places to eat in Prague,"European, Czech",,,"Lunch, Dinner","European, Czech",,,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-02:00""], ""Fri"": [""11:00-03:00""], ""Sat"": [""17:00-03:00""], ""Sun"": []}",6.0,77.0,6.0,1.0,7.0,English,6.0,0.0,0.0,0.0,0.0,6.0,,,,,
g274707-d4768738,Cafe Restaurant Rainbow,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Rybnicku 5, Prague Czech Republic",50.07643,14.42601,Unclaimed,,,,,,,"Breakfast, Lunch, Dinner",,,,N,N,N,"{""Mon"": [""09:00-23:00""], ""Tue"": [""09:00-23:00""], ""Wed"": [""09:00-23:00""], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""10:00-23:00""], ""Sun"": [""10:00-20:00""]}",7.0,93.0,7.0,,,,,,,,,,,,,,
g274707-d4768743,Na Zastavce,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Modranska 1061/15, Prague Czech Republic",50.04527,14.4131,Unclaimed,,#3400 of 4632 Restaurants in Prague,#3939 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""10:30-23:00""], ""Tue"": [""10:30-23:00""], ""Wed"": [""10:30-23:00""], ""Thu"": [""10:30-23:00""], ""Fri"": [""10:30-23:00""], ""Sat"": [""10:30-23:00""], ""Sun"": [""10:30-23:00""]}",7.0,87.5,7.0,4.0,4.0,All languages,4.0,0.0,3.0,1.0,0.0,0.0,,,,,
g274707-d4768745,Vinograf Misenska,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Misenska 8, Prague 118 00 Czech Republic",50.087624,14.407867,Claimed,,#722 of 4632 Restaurants in Prague,#854 of 6176 places to eat in Prague,"Mid-range, European, Wine Bar, Central European",€€-€€€,€2-€17,Drinks,"Wine Bar, European, Central European",,,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""16:00-00:00""], ""Thu"": [""16:00-00:00""], ""Fri"": [""16:00-00:00""], ""Sat"": [""16:00-00:00""], ""Sun"": [""16:00-00:00""]}",5.0,40.0,5.0,4.5,72.0,English,34.0,27.0,5.0,2.0,0.0,0.0,4.5,4.5,4.0,4.5,
g274707-d4768749,Pavlovin,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Miroveho hnuti 2353/2, Prague 149 00 Czech Republic",50.037086,14.498325,Unclaimed,,#2057 of 4632 Restaurants in Prague,#2455 of 6176 places to eat in Prague,"Mid-range, European, Czech",€€-€€€,,Dinner,"European, Czech",,,N,N,N,,,,,4.5,12.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d4768750,Prato,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mukarovskeho 1986/7, Prague 155 00 Czech Republic",50.04425,14.32399,Unclaimed,,#2987 of 4632 Restaurants in Prague,#3494 of 6176 places to eat in Prague,Mid-range,€€-€€€,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-23:00""]}",7.0,83.0,7.0,4.0,8.0,English,2.0,1.0,0.0,1.0,0.0,0.0,,,,,
g274707-d4768754,Vagabundo,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Jarove 2, Prague Czech Republic",50.08804,14.49082,Unclaimed,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d4768759,IL Cavaliere,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Myslikova 20, Prague Czech Republic",50.07762,14.41741,Unclaimed,,#3299 of 4632 Restaurants in Prague,#3831 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-23:00""], ""Sat"": [""10:00-23:00""], ""Sun"": []}",6.0,78.0,6.0,4.5,3.0,All languages,3.0,1.0,2.0,0.0,0.0,0.0,,,,,
g274707-d4768765,Arrosto,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mikulase z Husi 1709/1 Areál FK Slavoj Vyšehrad, Prague 14000 Czech Republic",50.0595,14.426111,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#669 of 4632 Restaurants in Prague,#790 of 6176 places to eat in Prague,"Mid-range, Italian, Pizza, Seafood",€€-€€€,,"Lunch, Dinner, Drinks","Italian, Seafood, Mediterranean, Pizza, Central European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.5,67.0,English,29.0,14.0,10.0,4.0,0.0,1.0,4.0,4.5,4.0,,
g274707-d4768767,Restaurant Waldeska,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Moskevska 80/860, Prague 101 00 Czech Republic",50.067413,14.460024,Claimed,,#4258 of 4632 Restaurants in Prague,#4866 of 6176 places to eat in Prague,"Mid-range, European, Czech",€€-€€€,,"Lunch, Dinner","European, Czech",,Reservations,N,N,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-22:00""]}",7.0,89.0,7.0,3.0,29.0,English,6.0,2.0,4.0,0.0,0.0,0.0,4.0,3.5,3.5,,
g274707-d4768768,Costa Praga Restaurant,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mozartova 261/1, Prague 150 00 Czech Republic",50.07153,14.3966,Unclaimed,,#2772 of 4632 Restaurants in Prague,#3261 of 6176 places to eat in Prague,"Mid-range, European, Czech",€€-€€€,,"Breakfast, Lunch","European, Czech",,,N,N,N,"{""Mon"": [""06:30-10:30"", ""11:30-15:00""], ""Tue"": [""06:30-10:30"", ""11:30-15:00""], ""Wed"": [""06:30-10:30"", ""11:30-15:00""], ""Thu"": [""06:30-10:30"", ""11:30-15:00""], ""Fri"": [""06:30-10:30"", ""11:30-15:00""], ""Sat"": [""06:30-10:30"", ""11:30-15:00""], ""Sun"": []}",6.0,45.0,12.0,3.5,18.0,English,5.0,2.0,2.0,1.0,0.0,0.0,4.0,4.5,3.5,,
g274707-d4768769,U smrtaka,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mikulase z Husi 16, Prague Czech Republic",50.06042,14.42743,Unclaimed,,#1826 of 4632 Restaurants in Prague,#2188 of 6176 places to eat in Prague,"Cheap Eats, European, Pub, Czech",€,,Lunch,"Pub, Czech, European",,"Seating, Serves Alcohol, Table Service",N,N,N,,,,,4.0,33.0,English,11.0,4.0,2.0,3.0,2.0,0.0,3.5,3.5,4.0,,
g274707-d4768771,Saloon U Loucku,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Michelska 711, Prague Czech Republic",50.05046,14.45889,Unclaimed,,#4397 of 4632 Restaurants in Prague,#5011 of 6176 places to eat in Prague,,,,,,,,N,N,N,,,,,1.0,1.0,All languages,1.0,0.0,0.0,0.0,0.0,1.0,,,,,
g274707-d4768775,Restaurace Michelsky Dvur,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Michelska 1/7, Prague Czech Republic",49.90494,14.38433,Unclaimed,,#3990 of 4632 Restaurants in Prague,#4570 of 6176 places to eat in Prague,"European, Czech",,,"Lunch, Dinner","European, Czech",,,N,N,N,"{""Mon"": [""11:00-18:00""], ""Tue"": [""11:00-18:00""], ""Wed"": [""11:00-18:00""], ""Thu"": [""11:00-18:00""], ""Fri"": [""11:00-18:00""], ""Sat"": [], ""Sun"": [""11:00-18:00""]}",6.0,42.0,6.0,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g274707-d4768779,24 Hours Restaurant & Bar,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mezibranska 1450/13, Prague Czech Republic",50.07829,14.42942,Unclaimed,,#3748 of 4632 Restaurants in Prague,#4312 of 6176 places to eat in Prague,,,,,,,,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d4768787,Raj restaurant,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Moskevska 366/23, Prague 101 00 Czech Republic",50.06885,14.45657,Unclaimed,,#3879 of 4632 Restaurants in Prague,#4452 of 6176 places to eat in Prague,"European, Czech",,,,"European, Czech",,,N,N,N,,,,,3.5,3.0,English,2.0,0.0,1.0,0.0,0.0,1.0,,,,,
g274707-d4768791,Zephyr Excellent Urban Pub,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Michalska 13, Prague Czech Republic",50.085182,14.41997,Claimed,,#4443 of 4632 Restaurants in Prague,#5061 of 6176 places to eat in Prague,"Mid-range, Bar, European, Central European",€€-€€€,,"Lunch, Dinner, Drinks","Bar, European, Central European",,"Seating, Serves Alcohol, Full Bar, Table Service, Reservations, Free Wifi",N,N,N,"{""Mon"": [""11:00-05:00""], ""Tue"": [""11:00-05:00""], ""Wed"": [""11:00-05:00""], ""Thu"": [""11:00-05:00""], ""Fri"": [""11:00-05:00""], ""Sat"": [""11:00-05:00""], ""Sun"": [""11:00-05:00""]}",7.0,126.0,7.0,3.0,169.0,English,96.0,16.0,20.0,15.0,7.0,38.0,3.5,3.0,3.5,3.5,
g274707-d4768793,U Matouse,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Matousova 6, Prague Czech Republic",50.07441,14.40608,Unclaimed,,#2635 of 4632 Restaurants in Prague,#3111 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-22:00""]}",7.0,77.0,7.0,4.5,5.0,All languages,5.0,2.0,3.0,0.0,0.0,0.0,,,,,
g274707-d4768799,Bowling RADAVA,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Milady Horakove 37, Prague 17000 Czech Republic",50.09954,14.4284,Claimed,,#2473 of 4632 Restaurants in Prague,#2932 of 6176 places to eat in Prague,"Mid-range, Turkish",€€-€€€,,"Lunch, Dinner, After-hours",Turkish,,"Reservations, Outdoor Seating, Buffet, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi",N,N,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",7.0,91.0,7.0,4.0,15.0,English,4.0,0.0,2.0,0.0,1.0,1.0,3.5,4.5,3.5,,
g274707-d4768800,U Bouzku,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Matuskova 831/1, Prague Czech Republic",50.03727,14.51661,Unclaimed,,#4014 of 4632 Restaurants in Prague,#4596 of 6176 places to eat in Prague,"European, Czech",,,"Lunch, Dinner","European, Czech",,,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-01:00""], ""Sat"": [""12:00-01:00""], ""Sun"": [""12:00-23:00""]}",7.0,86.0,7.0,3.5,6.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g274707-d4768805,Restaurace U Cerninu,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mladoboleslavska 224, Prague 190 17 Czech Republic",50.14314,14.578804,Unclaimed,,#2374 of 4632 Restaurants in Prague,#2823 of 6176 places to eat in Prague,"Mid-range, European, Czech",€€-€€€,,"Lunch, Dinner","European, Czech",,"Takeout, Table Service",N,N,N,"{""Mon"": [""10:30-23:00""], ""Tue"": [""10:30-23:00""], ""Wed"": [""10:30-23:00""], ""Thu"": [""10:30-23:00""], ""Fri"": [""10:30-23:00""], ""Sat"": [""10:30-23:00""], ""Sun"": [""10:30-23:00""]}",7.0,87.5,7.0,3.5,26.0,All languages,26.0,5.0,10.0,5.0,4.0,2.0,3.5,3.5,3.0,,
g274707-d4768806,Pizza President,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Michelska 60, Prague Czech Republic",50.04932,14.45894,Unclaimed,,,,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""10:00-21:00""], ""Tue"": [""10:00-21:00""], ""Wed"": [""10:00-21:00""], ""Thu"": [""10:00-21:00""], ""Fri"": [""10:00-21:00""], ""Sat"": [""10:00-21:00""], ""Sun"": []}",6.0,66.0,6.0,,,,,,,,,,,,,,
g274707-d4768814,Duhovka,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Milady Horakove 73, Prague Czech Republic",50.09988,14.42376,Unclaimed,,#3647 of 4632 Restaurants in Prague,#4207 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""15:00-00:00""], ""Tue"": [""15:00-00:00""], ""Wed"": [""15:00-00:00""], ""Thu"": [""15:00-00:00""], ""Fri"": [""15:00-00:00""], ""Sat"": [""15:00-00:00""], ""Sun"": [""15:00-00:00""]}",7.0,63.0,7.0,4.5,2.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d4768818,Sparta,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Michelska 41, Prague Czech Republic",50.05159,14.45764,Unclaimed,,#3511 of 4632 Restaurants in Prague,#4063 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""10:00-22:00""], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": [""10:00-22:00""]}",7.0,84.0,7.0,3.5,5.0,English,2.0,0.0,1.0,1.0,0.0,0.0,,,,,
g274707-d4768819,Osvezovna,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Masarykovo nabrezhi 2058/38, Prague 110 00 Czech Republic",50.08021,14.413796,Unclaimed,,#3496 of 4632 Restaurants in Prague,#4047 of 6176 places to eat in Prague,"Mid-range, European, Czech",€€-€€€,,Lunch,"European, Czech",,"Seating, Table Service",N,N,N,,,,,3.0,18.0,English,8.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,,
g274707-d4768822,Datel Woody,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Masarykovo nabrezi 246/12, Prague Czech Republic",50.07774,14.41424,Unclaimed,,#3533 of 4632 Restaurants in Prague,#4088 of 6176 places to eat in Prague,,,,,,,,N,N,N,,,,,4.5,2.0,All languages,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g274707-d4768833,U Sokolovny,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mestska 2, Prague Czech Republic",50.0624,14.58984,Unclaimed,,#1991 of 4632 Restaurants in Prague,#2380 of 6176 places to eat in Prague,"European, Czech",,,"Lunch, Dinner","European, Czech",,,N,N,N,"{""Mon"": [""10:30-00:00""], ""Tue"": [""10:30-00:00""], ""Wed"": [""10:30-00:00""], ""Thu"": [""10:30-00:00""], ""Fri"": [], ""Sat"": [], ""Sun"": [""10:30-00:00""]}",5.0,67.5,5.0,5.0,6.0,English,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
g274707-d4768840,U Templare,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Masna 17, Prague Czech Republic",50.08967,14.425388,Unclaimed,,#1663 of 4632 Restaurants in Prague,#1999 of 6176 places to eat in Prague,"Cheap Eats, Bar, European, Pub",€,,"Lunch, Dinner","Bar, Pub, Czech, Central European, European",,"Seating, Television, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [""10:00-00:00""], ""Tue"": [""10:00-00:00""], ""Wed"": [""10:00-00:00""], ""Thu"": [""10:00-00:00""], ""Fri"": [""10:00-00:00""], ""Sat"": [""10:00-00:00""], ""Sun"": [""10:00-22:30""]}",7.0,96.5,7.0,3.5,72.0,English,37.0,8.0,18.0,3.0,1.0,7.0,4.0,3.5,4.0,4.0,
g274707-d4768846,Restaurace U Bucka,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Pod Vidouli 750/1, Prague 158 00 Czech Republic",50.05349,14.36404,Unclaimed,,#1425 of 4632 Restaurants in Prague,#1704 of 6176 places to eat in Prague,"Mid-range, European, Czech",€€-€€€,,Dinner,"European, Czech",,Reservations,N,N,N,,,,,4.5,24.0,English,5.0,4.0,0.0,1.0,0.0,0.0,4.0,4.5,4.0,,
g274707-d4768847,Amfora Cerny Most,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mansfeldova 12, Prague Czech Republic",50.10711,14.5793,Unclaimed,,#4081 of 4632 Restaurants in Prague,#4698 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,3.0,1.0,All languages,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g274707-d4768849,Krasna Mrcha,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Marie Cibulkove 379/14, Prague Czech Republic",50.05933,14.42803,Unclaimed,,#3595 of 4632 Restaurants in Prague,#4153 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:00-14:30"", ""17:30-22:00""], ""Tue"": [""11:00-14:30"", ""17:30-22:00""], ""Wed"": [""11:00-14:30"", ""17:30-22:00""], ""Thu"": [""11:00-14:30"", ""17:30-22:00""], ""Fri"": [""11:00-14:30"", ""17:30-22:00""], ""Sat"": [], ""Sun"": []}",5.0,40.0,10.0,4.5,2.0,All languages,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g274707-d4768851,Restaurace U Blekotu,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mashinova 807/15, Prague 182 00 Czech Republic",50.13055,14.45648,Unclaimed,,#1997 of 4632 Restaurants in Prague,#2386 of 6176 places to eat in Prague,"Cheap Eats, European, Czech",€,,"Lunch, Dinner","Czech, European",,Reservations,N,N,N,"{""Mon"": [""10:30-23:00""], ""Tue"": [""10:30-23:00""], ""Wed"": [""10:30-23:00""], ""Thu"": [""10:30-23:00""], ""Fri"": [""10:30-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,86.5,7.0,4.0,19.0,English,5.0,0.0,4.0,1.0,0.0,0.0,3.5,4.0,4.0,,
g274707-d4768852,Klid v neklidu,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Manesova 52, Prague Czech Republic",50.07764,14.44231,Unclaimed,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d4768863,Hospudka Klidek,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Malesovska 1644, Prague Czech Republic",50.07192,14.68027,Unclaimed,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,
g274707-d4768866,Jerry's,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Makovskeho 1179, Prague Czech Republic",50.06525,14.30776,Unclaimed,,#2603 of 4632 Restaurants in Prague,#3075 of 6176 places to eat in Prague,Mid-range,€€-€€€,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",7.0,91.0,7.0,3.5,19.0,English,2.0,0.0,1.0,0.0,0.0,1.0,3.5,3.0,3.0,,
g274707-d4768875,U Pruhonu,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Makovskeho 1397/27A, Prague Czech Republic",50.06521,14.30117,Unclaimed,,#2782 of 4632 Restaurants in Prague,#3273 of 6176 places to eat in Prague,"Mid-range, European, Czech",€€-€€€,,"Lunch, Dinner","European, Czech",,,N,N,N,"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-23:00""], ""Sat"": [""10:00-23:00""], ""Sun"": [""10:00-23:00""]}",7.0,91.0,7.0,4.0,5.0,English,3.0,0.0,3.0,0.0,0.0,0.0,,,,,
g274707-d4768881,Rotondo,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Mattioliho 2, Prague Czech Republic",50.05372,14.514946,Unclaimed,,#2783 of 4632 Restaurants in Prague,#3274 of 6176 places to eat in Prague,European,,,"Lunch, Dinner",European,,,N,N,N,"{""Mon"": [""10:00-22:00""], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": [""10:00-22:00""]}",7.0,84.0,7.0,4.0,8.0,English,4.0,2.0,0.0,2.0,0.0,0.0,,,,,
g274707-d4768882,Palatino Pankrác italská restaurace,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Lomnickeho 1705, Prague Czech Republic",50.05696,14.433118,Claimed,Certificate of Excellence 2017,#1426 of 4632 Restaurants in Prague,#1705 of 6176 places to eat in Prague,"Mid-range, Italian, Pizza, European",€€-€€€,,"Lunch, Dinner, Drinks","Italian, Pizza, European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""10:30-23:00""], ""Tue"": [""10:30-23:00""], ""Wed"": [""10:30-23:00""], ""Thu"": [""10:30-23:00""], ""Fri"": [""10:30-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""12:00-23:00""]}",7.0,85.5,7.0,4.0,74.0,English,30.0,11.0,10.0,2.0,3.0,4.0,4.0,4.0,3.5,4.0,
